,Date,Open,High,Low,Close,Volume,RSI,Signal
0,1/2/2013,183.5,186.0,183.0,184.5,31779,,-1
1,1/3/2013,184.5,185.0,181.5,182.0,65790,,-1
2,1/4/2013,181.0,184.0,180.0,184.0,43190,,-1
3,1/7/2013,184.5,184.5,181.0,181.0,24609,,-1
4,1/8/2013,182.0,183.5,181.0,183.5,28967,,-1
5,1/9/2013,184.0,184.5,183.0,183.5,25468,,-1
6,1/10/2013,183.5,185.0,180.0,180.5,39729,,-1
7,1/11/2013,178.5,179.5,174.5,175.5,166752,,-1
8,1/14/2013,176.0,176.5,175.0,176.0,43257,,-1
9,1/15/2013,176.5,176.5,174.0,176.0,31590,,-1
10,1/16/2013,175.5,176.0,171.5,172.5,60131,,-1
11,1/17/2013,174.0,174.0,170.5,171.5,65894,,-1
12,1/18/2013,172.5,176.0,172.5,175.0,36175,,-1
13,1/21/2013,175.0,176.5,174.5,176.0,18428,,-1
14,1/22/2013,176.0,178.0,175.5,176.5,38114,35.71428571428572,-1
15,1/23/2013,177.0,177.5,174.0,175.0,34183,33.76623376623377,-1
16,1/24/2013,176.0,176.5,174.0,176.0,20396,36.26225725821957,-1
17,1/25/2013,176.0,179.5,176.0,178.0,75196,41.04731809414371,-1
18,1/28/2013,179.0,181.0,178.5,180.5,63760,46.45831760409727,-1
19,1/29/2013,181.5,181.5,179.0,179.5,30037,44.69129720609998,-1
20,1/30/2013,179.0,181.0,177.5,181.0,41357,47.89278526517415,-1
21,1/31/2013,179.0,181.5,178.0,179.0,50482,44.217617472657075,-1
22,2/1/2013,179.5,181.0,178.0,181.0,72106,48.47560750489553,-1
23,2/4/2013,181.5,182.5,179.5,180.5,108642,47.4994478938002,-1
24,2/5/2013,179.0,180.0,178.5,180.0,61949,46.491232515720576,-1
25,2/6/2013,181.0,181.0,178.5,178.5,51979,43.507661144855575,-1
26,2/7/2013,179.0,179.5,176.0,176.5,71155,39.836759139484975,-1
27,2/8/2013,175.5,176.0,173.0,174.0,95485,35.773595258481464,-1
28,2/11/2013,174.0,174.0,170.5,170.5,31845,31.00562489642448,-1
29,2/12/2013,170.0,172.0,169.0,169.5,59301,29.784181713646404,-1
30,2/13/2013,171.0,174.0,171.0,174.0,113600,41.04022590036867,1
31,2/14/2013,174.5,174.5,172.5,173.0,56137,39.52393283062827,1
32,2/15/2013,172.5,173.5,171.0,173.0,64313,39.52393283062827,1
33,2/18/2013,172.5,173.0,171.5,172.0,55418,37.89995007974942,1
34,2/19/2013,172.0,174.0,172.0,173.5,53920,41.76521844782919,1
35,2/20/2013,174.0,176.0,173.5,175.5,126235,46.5428931234543,1
36,2/21/2013,176.0,176.5,174.0,175.0,84111,45.53706482649237,1
37,2/22/2013,176.0,178.0,175.5,177.5,50086,51.21407538363183,1
38,2/26/2013,176.0,178.0,174.5,178.0,78767,52.28531204132096,1
39,2/27/2013,176.5,177.0,174.0,174.0,56078,43.96768963015579,1
40,2/28/2013,175.0,178.0,173.0,178.0,75607,52.16304366789251,1
41,3/1/2013,179.0,179.0,177.0,178.0,73637,52.16304366789251,1
42,3/4/2013,179.0,179.0,177.0,178.5,66642,53.156296457109875,1
43,3/5/2013,180.0,180.0,177.0,177.0,37029,49.81465883221399,1
44,3/6/2013,179.0,179.5,178.0,179.0,41479,53.969669564258396,1
45,3/7/2013,179.0,179.5,176.0,178.0,34720,51.666332017185645,1
46,3/8/2013,179.5,179.5,177.0,178.5,37883,52.752119539831625,1
47,3/11/2013,179.0,179.5,176.5,177.0,47703,49.18257892482266,1
48,3/12/2013,177.5,178.5,177.0,178.5,35350,52.63419157016854,1
49,3/13/2013,179.5,179.5,177.5,179.5,29883,54.83655949316043,1
50,3/14/2013,179.0,182.0,177.5,182.0,60104,59.86129254650897,1
51,3/15/2013,183.5,187.0,183.0,187.0,96045,67.62040529840806,1
52,3/18/2013,185.5,186.5,183.0,186.0,62620,64.9175339629065,1
53,3/19/2013,187.5,187.5,181.0,181.0,56726,53.41996790367311,1
54,3/20/2013,180.5,180.5,175.0,175.0,92528,43.47041407162534,1
55,3/21/2013,176.0,176.0,172.0,172.5,55810,40.11760784914607,1
56,3/22/2013,173.0,175.0,170.0,170.0,93736,37.04093511818664,1
57,3/25/2013,173.0,177.5,172.0,176.0,62359,47.45606704682277,1
58,3/26/2013,175.5,178.5,174.5,177.5,38770,49.69648740677602,1
59,3/27/2013,179.0,181.5,178.5,180.0,53176,53.27260611502822,1
60,3/28/2013,180.0,181.0,177.0,177.5,62850,49.48413256350234,1
61,3/29/2013,179.0,181.0,179.0,180.0,28282,53.077688413991034,1
62,4/1/2013,180.5,182.5,179.5,179.5,40105,52.27671236389072,1
63,4/2/2013,181.0,183.0,180.0,182.5,49946,56.516712179836425,1
64,4/3/2013,184.0,187.0,182.0,183.0,133572,57.1992400602284,1
65,4/4/2013,180.0,183.5,178.0,183.5,88473,57.91070637516802,1
66,4/5/2013,182.0,182.0,177.5,178.0,75702,48.38328116221569,1
67,4/9/2013,179.0,179.5,175.0,175.0,41248,44.119539300192834,1
68,4/10/2013,176.0,176.0,172.5,175.0,53889,44.119539300192834,1
69,4/11/2013,174.0,177.5,173.0,177.5,144224,48.505312170552074,1
70,4/12/2013,176.5,178.5,176.5,177.5,78368,48.50531217055208,1
71,4/17/2013,173.5,174.5,168.5,169.0,159594,37.04162203425314,1
72,4/18/2013,170.5,170.5,169.0,170.0,78419,38.872001227057844,1
73,4/19/2013,173.5,177.5,173.0,177.0,145479,49.860746925717216,1
74,4/22/2013,182.0,183.5,180.0,183.5,127788,57.50068555010952,1
75,4/23/2013,182.0,187.5,181.5,184.5,116360,58.54718114604672,1
76,4/24/2013,187.0,189.0,185.0,189.0,102189,62.96642817492441,1
77,4/25/2013,189.0,191.0,187.5,189.0,72968,62.96642817492441,1
78,4/26/2013,188.0,188.0,185.0,185.5,41781,57.442448744188916,1
79,4/29/2013,188.0,188.0,184.5,186.0,29283,58.00918879211961,1
80,4/30/2013,187.5,187.5,183.5,186.0,62640,58.00918879211961,1
81,5/2/2013,188.5,189.0,185.0,185.5,50734,57.126886928206595,1
82,5/3/2013,186.5,187.0,183.0,185.0,28553,56.2062472731745,1
83,5/7/2013,185.5,188.5,185.0,188.5,61518,60.95030036121739,1
84,5/8/2013,189.5,191.0,189.0,189.5,55340,62.20989868417447,1
85,5/9/2013,191.0,191.0,187.0,188.0,30087,59.12890940429926,1
86,5/10/2013,188.0,189.0,186.0,187.5,41209,58.09605112396064,1
87,5/13/2013,187.0,189.0,186.5,188.5,25800,59.61544660461216,1
88,5/14/2013,189.0,193.5,187.5,193.0,75497,65.65111912447924,1
89,5/15/2013,195.0,198.5,195.0,196.5,71466,69.47266822719408,1
90,5/16/2013,196.5,197.0,192.0,193.0,48266,62.03941039008892,1
91,5/17/2013,192.5,192.5,190.5,192.0,50675,60.062066845724196,1
92,5/20/2013,192.5,197.0,192.0,197.0,58583,65.91222734422492,1
93,5/21/2013,196.0,197.5,195.0,197.5,33779,66.44160794465996,1
94,5/22/2013,196.0,199.5,193.0,193.0,59129,57.74915716040737,1
95,5/23/2013,191.0,192.0,184.5,185.5,134113,46.76725809628371,1
96,5/27/2013,185.5,186.5,183.0,186.5,40049,48.18218598089162,1
97,5/28/2013,185.5,187.5,185.0,186.5,43947,48.18218598089162,1
98,5/29/2013,185.5,186.0,181.5,181.5,83697,41.747526241586826,1
99,5/30/2013,178.5,179.5,176.5,178.0,86140,37.92902058142906,1
100,5/31/2013,178.0,180.5,172.5,173.5,189709,33.66542549553573,1
101,6/3/2013,172.0,173.5,171.0,172.5,155762,32.78350017024212,1
102,6/4/2013,173.0,175.0,170.5,174.5,178017,36.37354687956042,1
103,6/5/2013,176.0,177.5,173.5,174.0,112180,35.85792182299083,1
104,6/6/2013,173.0,174.0,170.0,171.0,102817,32.849028281878404,1
105,6/7/2013,171.0,175.5,170.0,174.0,98799,38.41429880551675,1
106,6/10/2013,176.0,177.5,175.5,176.0,90490,41.872941880446525,1
107,6/11/2013,176.5,176.5,165.0,165.0,169944,31.42106781304703,1
108,6/12/2013,164.0,167.5,161.5,166.0,139242,33.05697266547145,1
109,6/13/2013,160.0,166.0,157.5,164.0,195198,31.441550790131785,1
110,6/14/2013,169.0,174.0,167.5,174.0,151546,45.723549959192525,1
111,6/17/2013,173.0,174.5,169.5,174.0,80173,45.723549959192525,1
112,6/18/2013,173.0,177.0,166.0,167.0,98568,39.1093669000394,1
113,6/19/2013,169.5,171.5,165.0,170.0,64961,42.92025495717013,1
114,6/20/2013,164.0,165.0,161.5,162.0,134066,36.381312946974674,1
115,6/21/2013,158.0,163.5,153.0,161.0,206039,35.650171320725164,1
116,6/24/2013,158.0,161.5,152.5,152.5,96090,30.110923161464,1
117,6/25/2013,153.5,159.5,151.5,157.5,150143,36.37363035302325,1
118,6/26/2013,160.0,167.0,159.5,167.0,150784,46.232189362607485,1
119,6/27/2013,172.5,173.0,164.5,170.0,144982,48.923593781850826,1
120,6/28/2013,172.5,173.0,170.5,172.0,101736,50.695483692474646,1
121,7/2/2013,175.0,175.0,167.5,168.0,109168,47.17091950594858,1
122,7/3/2013,166.0,168.0,162.0,163.0,131904,43.13399580612171,1
123,7/4/2013,164.5,165.0,159.0,160.0,95406,40.87374533968146,1
124,7/5/2013,162.0,163.0,161.0,163.0,57468,44.03209775887138,1
125,7/8/2013,160.0,161.0,156.0,156.0,89285,38.82122019405257,1
126,7/9/2013,156.0,159.0,155.0,155.0,88644,38.127057256000356,1
127,7/10/2013,154.5,155.5,152.5,152.5,114270,36.375878717087666,1
128,7/11/2013,157.0,164.0,156.5,164.0,139371,48.169010567267165,1
129,7/12/2013,165.5,167.5,165.0,167.0,114289,50.73443329184129,1
130,7/15/2013,168.5,169.0,164.5,164.5,37269,48.57668515260634,1
131,7/16/2013,165.0,165.5,160.5,162.0,110389,46.44922660076546,1
132,7/17/2013,163.5,165.5,161.5,165.5,67261,49.766199962721466,1
133,7/18/2013,165.5,168.5,164.5,167.5,69207,51.610673580758736,1
134,7/19/2013,167.0,167.0,164.0,165.0,53797,49.17982402116092,1
135,7/23/2013,166.0,167.0,165.0,167.0,71794,51.16160040688088,1
136,7/24/2013,167.0,167.5,165.0,165.0,58808,49.09963474179956,1
137,7/25/2013,164.5,165.5,162.0,162.0,59476,46.09840559754803,1
138,7/26/2013,162.0,162.5,160.0,161.5,86627,45.59813906998268,1
139,7/29/2013,160.5,162.5,160.0,160.5,39895,44.55667803964562,1
140,7/30/2013,161.5,164.5,161.5,161.5,50441,45.88767416025983,1
141,7/31/2013,161.0,161.0,158.0,158.5,94116,42.58482774674215,1
142,8/1/2013,161.0,162.0,158.5,160.0,45279,44.727026914960646,1
143,8/2/2013,161.5,161.5,157.5,159.0,60804,43.56017376725264,1
144,8/5/2013,157.5,157.5,155.0,156.0,40716,40.1740866939447,1
145,8/6/2013,154.5,159.0,153.5,156.0,52178,40.1740866939447,1
146,8/7/2013,155.0,156.5,153.5,155.0,82817,39.00204251653806,1
147,8/8/2013,156.0,156.5,154.5,155.0,82544,39.00204251653806,1
148,8/9/2013,155.5,155.5,151.5,152.5,90564,35.96024702999321,1
149,8/13/2013,154.5,159.5,153.5,159.5,101684,48.153164372406934,1
150,8/14/2013,158.5,164.0,158.5,164.0,83761,54.19132754259597,1
151,8/15/2013,163.5,164.0,161.5,163.0,54531,52.721907780364376,1
152,8/16/2013,161.0,162.5,160.0,161.5,63972,50.509500385936484,1
153,8/19/2013,160.0,160.5,155.0,155.0,104574,42.238002920046625,1
154,8/20/2013,152.5,154.0,150.0,151.0,201115,38.102778941227655,1
155,8/21/2013,150.0,150.5,147.0,147.0,154790,34.46861754930265,1
156,8/22/2013,144.5,144.5,140.0,142.0,249192,30.546635206925473,1
157,8/23/2013,144.5,146.0,140.0,141.5,129304,30.17685771933975,1
158,8/26/2013,143.0,144.5,140.0,140.0,73230,29.04107384575009,1
159,8/27/2013,139.0,140.5,138.0,138.0,99144,27.552058561425184,1
160,8/28/2013,134.5,138.0,134.0,136.0,140909,26.110329916536116,1
161,8/29/2013,137.5,137.5,134.5,135.5,96017,25.74759378654383,1
162,8/30/2013,137.0,137.0,134.5,134.5,73439,24.999552832577734,1
163,9/2/2013,136.5,140.0,135.5,140.0,91324,36.0109356077329,1
164,9/3/2013,139.5,141.0,138.0,138.5,98769,34.52229152462134,1
165,9/4/2013,138.5,138.5,135.5,136.0,80952,32.137747536738374,1
166,9/5/2013,138.0,139.0,136.5,138.0,94795,35.94931964492612,1
167,9/6/2013,137.0,141.5,135.5,141.0,82355,41.277246158099736,1
168,9/9/2013,144.5,152.0,143.5,152.0,143870,55.79657429799785,1
169,9/10/2013,154.5,158.5,151.5,153.0,161583,56.84129572594403,1
170,9/11/2013,153.5,157.5,153.5,157.5,83339,61.27652518452522,1
171,9/12/2013,158.0,158.5,155.5,157.0,100003,60.53217695040941,1
172,9/13/2013,156.5,158.0,154.0,157.0,50607,60.53217695040941,1
173,9/16/2013,160.0,167.0,159.5,167.0,169104,69.20813415313485,1
174,9/17/2013,165.5,166.5,162.0,164.0,87564,64.61890482899281,1
175,9/18/2013,163.0,164.5,162.0,163.0,40381,63.11649329311242,1
176,9/19/2013,171.5,176.0,171.0,174.0,264140,71.08144681571406,1
177,9/20/2013,169.5,170.5,168.5,170.0,126318,65.53898462435714,-1
178,9/23/2013,167.0,167.5,160.0,161.5,160050,55.6150784006106,-1
179,9/24/2013,161.0,163.0,158.0,158.5,152208,52.588441940937365,-1
180,9/25/2013,159.0,159.5,157.0,159.5,100020,53.49691673644022,-1
181,9/26/2013,158.0,160.5,156.5,156.5,100431,50.37819114974901,-1
182,9/27/2013,157.5,158.0,154.0,154.0,95297,47.8735392039044,-1
183,9/30/2013,152.0,152.0,148.0,148.0,112236,42.42230322605148,-1
184,10/1/2013,150.0,155.0,149.0,154.0,88288,48.71161539321307,-1
185,10/2/2013,152.5,155.0,150.0,151.5,76452,46.4356091361923,-1
186,10/3/2013,152.5,157.0,152.0,156.0,90025,50.88417055195651,-1
187,10/4/2013,155.0,155.5,152.5,154.0,56523,48.93881480219349,-1
188,10/7/2013,154.0,155.5,152.5,153.0,77763,47.9516835970818,-1
189,10/8/2013,153.0,155.5,152.5,155.0,76957,50.118755842131144,-1
190,10/9/2013,155.5,156.5,154.5,156.5,49565,51.74163164406629,-1
191,10/10/2013,156.5,162.0,156.0,161.5,131170,56.788383476791935,-1
192,10/11/2013,164.0,164.5,161.5,161.5,74072,56.788383476791935,-1
193,10/14/2013,160.0,162.5,158.0,162.0,47656,57.30619715976606,-1
194,10/15/2013,164.5,165.0,163.0,165.0,67189,60.374404762466135,-1
195,10/16/2013,165.0,166.0,164.0,164.0,57220,58.85604595722775,-1
196,10/17/2013,164.5,165.5,161.5,161.5,64225,55.12367818334244,-1
197,10/18/2013,162.5,164.5,161.0,164.0,107028,57.99250799719961,-1
198,10/21/2013,164.0,164.0,156.5,158.5,93420,50.36437364982972,-1
199,10/22/2013,160.0,160.5,157.5,160.0,68599,52.210625900433804,-1
200,10/24/2013,157.5,162.0,157.5,162.0,72007,54.63363441005226,-1
201,10/25/2013,162.5,162.5,160.0,161.0,55758,53.18172114524244,-1
202,10/28/2013,161.0,163.0,160.0,160.5,31917,52.431434853860125,-1
203,10/29/2013,161.0,162.0,160.0,161.5,32281,53.83424608492206,-1
204,10/30/2013,162.0,162.5,159.5,160.5,78548,52.17716283880238,-1
205,10/31/2013,160.5,164.5,159.5,164.5,91267,57.775907826321124,-1
206,11/1/2013,162.5,162.5,160.5,161.0,82293,52.035439650774244,-1
207,11/4/2013,161.0,161.0,157.0,157.0,59572,46.36557355647838,-1
208,11/5/2013,158.0,162.0,157.5,160.5,45684,51.359731509288395,-1
209,11/6/2013,162.0,167.0,161.0,166.5,138421,58.49467224709217,-1
210,11/7/2013,166.5,170.0,165.5,166.5,120162,58.49467224709217,-1
211,11/8/2013,165.0,167.5,164.0,166.5,97262,58.49467224709217,-1
212,11/11/2013,163.5,167.0,162.0,167.0,85621,59.11882456137107,-1
213,11/12/2013,168.5,170.0,166.5,168.5,64233,61.01296794252023,-1
214,11/13/2013,167.0,167.5,164.5,165.0,49059,54.65024440310889,-1
215,11/14/2013,165.0,167.5,165.0,166.0,28353,56.060169113699324,-1
216,11/15/2013,167.5,168.0,166.0,167.0,25281,57.48368167772988,-1
217,11/18/2013,167.5,168.0,165.5,167.5,40095,58.212639748091874,-1
218,11/19/2013,166.0,166.5,165.0,166.5,25640,56.139492913184114,-1
219,11/20/2013,167.0,167.5,163.0,164.0,52575,51.22767656385316,-1
220,11/21/2013,161.5,162.5,157.0,157.5,93150,41.14736985334411,-1
221,11/22/2013,159.0,159.5,156.0,156.0,74438,39.228972332100696,-1
222,11/25/2013,155.0,161.0,155.0,160.0,90095,46.40485589219351,-1
223,11/26/2013,159.0,162.5,158.0,159.5,114878,45.678770162306904,-1
224,11/27/2013,158.5,159.5,157.0,159.5,44352,45.678770162306904,-1
225,11/28/2013,160.0,160.5,157.0,157.5,35421,42.58750653159927,-1
226,11/29/2013,157.0,157.0,154.0,157.0,69008,41.82545040282992,-1
227,12/2/2013,154.5,155.0,152.5,155.0,83580,38.832210443940376,-1
228,12/3/2013,155.5,160.5,155.5,158.5,147883,46.10162316179673,-1
229,12/4/2013,158.5,159.5,156.0,156.0,68807,42.240104226656285,-1
230,12/6/2013,153.0,156.0,152.5,155.0,100707,40.76908747681452,-1
231,12/9/2013,156.5,157.5,154.0,154.0,58677,39.29535538432052,-1
232,12/11/2013,153.5,156.0,153.5,154.5,51552,40.45437842841966,-1
233,12/12/2013,154.0,155.5,154.0,154.0,54328,39.63933418504064,-1
234,12/13/2013,153.0,154.5,151.0,154.0,57002,39.63933418504064,-1
235,12/16/2013,154.0,154.0,151.5,152.5,24756,37.04271040833402,-1
236,12/17/2013,154.0,158.0,153.5,157.5,50963,49.02865354701201,-1
237,12/18/2013,157.0,159.0,157.0,158.5,36958,51.036423729926526,-1
238,12/19/2013,158.0,159.5,154.5,155.5,48751,45.274735503989305,-1
239,12/20/2013,154.0,154.5,150.0,152.5,80395,40.36700474769786,-1
240,12/23/2013,152.5,152.5,150.0,152.0,53455,39.59660489674978,-1
241,12/24/2013,151.5,153.5,151.0,152.0,28604,39.596604896749795,-1
242,12/25/2013,152.0,153.0,151.5,152.5,12724,40.90461941671613,-1
243,12/26/2013,152.0,152.0,146.5,147.5,71924,33.16938733505643,-1
244,12/27/2013,145.5,145.5,141.5,143.5,79226,28.522489802493595,-1
245,1/2/2014,141.5,142.0,131.5,131.5,147267,19.63523421213401,-1
246,1/3/2014,132.0,135.5,131.0,132.5,154108,21.82134353686196,-1
